"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-06","14.9",,"8.5"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-07","14.9",,"9.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-08","15.7",,"9.5"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-09","16.8",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-10","19.2",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-13","18.3",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-14","18.7",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-15","20.2",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-16","20.5",,"13.3"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-17","18.3","27.6",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-18","19.2",,"13.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-19","17.4","26.0",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-21","15.7",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-22","19.2",,"12.8"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-23","20.4",,"13.2"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-24","22.0",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-25","22.4",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-26","23.9","31.2",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-27","24.1","31.6",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-02-28","23.2","30.6",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-01","20.2",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-02","20.8","28.1",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-03","20.8",,"12.5"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-04","23.6",,"15.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-05","22.3","32.5",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-06","22.2","30.3","14.8"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-07","25.0",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-08","24.4","33.5",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-09","25.8",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-10","25.1",,"18.7"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-11","25.7",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-12","23.7",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-13","23.8","30.7",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-14","23.9",,"16.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-15","24.4","31.2",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-16","24.4",,"18.4"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-17","26.0",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-18","26.0","34.1","19.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-19","26.3","33.5",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-20","25.2",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-21","26.8",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-22","26.6","35.3","21.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-23","23.8","33.4",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-24","24.8",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-25","22.9","32.2",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-26","23.8",,"15.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-27","26.2",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-28","28.6",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-29","30.2",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-30","29.4","39.7","21.7"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-03-31","27.2","38.2",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-01","26.4",,"16.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-02","26.1","35.8",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-03","26.6","35.0","15.2"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-04","27.9",,"17.9"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-05","30.5",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-06","31.0",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-07","29.4","38.5","22.8"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-08","27.2","36.8","21.2"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-09","28.6",,"19.2"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-10","29.3","37.8","20.1"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-11","29.8",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-12","30.2","39.7","21.7"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-13","30.9",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-14","31.4","40.8",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-15","31.2","41.0","23.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-16","27.7","40.9",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-17","26.8","40.6","19.4"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-18","28.8",,"21.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-19","30.3",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-20","27.3","39.2",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-21","25.8","34.4","18.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-22","27.5",,"20.2"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-23","26.0","34.0",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-24","26.8",,"18.0"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-25","28.3",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-26","31.0",,"19.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-27","32.7",,"22.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-28","33.9","43.2",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-29","33.6","43.2","25.6"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-04-30","33.7","43.2","25.2"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2021-05-01","33.3","43.2","27.0"
